CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Estimated_Returns,Estimated_CO2_kg,TenureBucket,DistanceCategory
51351,0,5,Computer,1,8,Debit Card,Male,3,3,Mobile,1,Single,1,0,13,1,3,6,130.68,1.0,1.2,4-12 Mos,Close (0-10km)
51352,0,30,Mobile,1,9,Credit Card,Female,3,1,Mobile,5,Married,5,1,20,0,1,0,126.69999999999999,1.0,1.2,1-5 Yrs,Close (0-10km)
51353,0,3,Mobile,1,30,Debit Card,Male,3,3,Mobile,3,Married,2,0,22,1,1,0,126.93,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
51354,0,11,Computer,1,29,Debit Card,Male,2,4,Fashion,3,Single,1,0,21,1,1,8,195.26,1.0,1.2,4-12 Mos,Far (21-50km)
51355,0,9,Mobile,1,33,Credit Card,Male,3,3,Laptop & Accessory,3,Married,7,0,13,0,7,7,152.37,1.0,1.2,4-12 Mos,Far (21-50km)
51356,0,8,Mobile,1,13,Credit Card,Male,2,1,Mobile,4,Married,1,0,13,1,1,3,124.25999999999999,1.0,1.2,4-12 Mos,Moderate (11-20km)
51357,0,2,Mobile,1,21,Debit Card,Female,2,4,Laptop & Accessory,3,Single,1,1,12,1,1,8,141.93,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
51358,0,4,Mobile,1,32,Debit Card,Male,3,3,Mobile,3,Married,2,0,17,3,4,3,129.11,1.0,1.2,4-12 Mos,Far (21-50km)
51359,0,7,Mobile,1,25,Credit Card,Male,3,3,Mobile,1,Married,1,0,11,0,1,2,126.61000000000001,1.0,1.2,4-12 Mos,Far (21-50km)
51360,1,3,Mobile,1,30,Debit Card,Male,2,4,Mobile,3,Single,6,1,14,0,1,3,120.28,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
51361,0,2,Mobile,1,27,Debit Card,Female,2,1,Fashion,5,Married,2,0,11,6,8,8,199.8,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
51362,0,5,Mobile,1,11,Debit Card,Male,3,1,Mobile,4,Married,1,1,12,1,1,5,132.98,1.0,1.2,4-12 Mos,Moderate (11-20km)
51363,0,0,Computer,1,22,Credit Card,Male,3,1,Mobile,1,Married,2,1,13,0,1,0,129.35,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
51364,0,26,Mobile,3,8,Debit Card,Female,3,4,Grocery,1,Married,3,0,16,0,4,7,254.26999999999998,1.0,1.2,1-5 Yrs,Close (0-10km)
51365,0,11,Mobile,1,8,Debit Card,Male,2,3,Mobile,1,Single,6,1,11,0,1,2,139.44,1.0,1.2,4-12 Mos,Close (0-10km)
51366,0,0,Computer,1,17,UPI,Female,3,1,Laptop & Accessory,3,Married,1,0,18,0,1,3,140.11,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51367,1,0,Mobile,3,15,Debit Card,Male,2,4,Mobile,5,Single,8,0,23,0,1,3,134.07,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51368,0,7,Mobile,1,13,Debit Card,Female,2,3,Fashion,4,Single,1,0,11,0,2,3,219.94,1.0,1.2,4-12 Mos,Moderate (11-20km)
51369,0,3,Mobile,1,21,Debit Card,Male,3,3,Mobile,1,Single,2,0,14,1,1,0,112.32,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
51370,1,0,Mobile,1,12,Credit Card,Male,3,3,Mobile,5,Single,3,0,11,0,1,3,129.6,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51371,0,26,Mobile,1,11,UPI,Female,2,3,Others,3,Married,5,0,11,1,4,8,290.94,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51372,1,0,Computer,1,22,Debit Card,Female,3,5,Mobile,5,Single,2,1,22,0,6,7,139.19,2.0,2.4,0-3 Mos (High Risk),Far (21-50km)
51373,0,15,Mobile,3,14,E wallet,Male,2,3,Laptop & Accessory,4,Married,1,0,11,2,4,2,168.25,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51374,0,17,Mobile,1,13,Credit Card,Female,2,4,Fashion,1,Married,4,0,14,0,5,17,202.48,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51375,0,19,Mobile,3,8,E wallet,Female,2,3,Others,5,Single,4,0,12,1,2,1,289.47,1.0,1.2,1-5 Yrs,Close (0-10km)
51376,0,6,Mobile,1,13,Credit Card,Male,3,3,Mobile,1,Single,5,0,11,0,1,0,124.96000000000001,1.0,1.2,4-12 Mos,Moderate (11-20km)
51377,0,17,Mobile,1,16,UPI,Male,2,3,Laptop & Accessory,1,Married,3,1,13,0,1,3,164.65,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51378,0,3,Mobile,1,15,Credit Card,Male,2,4,Mobile,3,Single,2,0,13,0,1,8,122.06,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51379,1,8,Mobile,3,11,Cash on Delivery,Male,2,3,Laptop & Accessory,1,Married,4,0,14,0,1,0,120.86000000000001,1.0,1.2,4-12 Mos,Moderate (11-20km)
51380,1,3,Mobile,1,6,Credit Card,Male,3,3,Mobile,1,Married,3,1,16,0,2,0,122.93,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
51381,0,16,Mobile,1,13,Credit Card,Female,3,1,Mobile,3,Married,2,0,12,1,1,4,126.44999999999999,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51382,1,13,Mobile,3,9,E wallet,Male,3,4,Mobile,3,Married,2,1,14,1,1,2,126.83000000000001,1.0,1.2,1-5 Yrs,Close (0-10km)
51383,0,3,Mobile,3,8,E wallet,Female,3,3,Mobile,1,Married,2,0,13,2,2,2,120.13999999999999,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
51384,0,9,Mobile,1,11,Debit Card,Female,2,4,Mobile,5,Married,10,1,14,1,1,0,134.19,1.0,1.2,4-12 Mos,Moderate (11-20km)
51385,0,6,Computer,3,6,Debit Card,Female,2,1,Laptop & Accessory,5,Married,3,0,19,0,1,3,153.76,1.0,1.2,4-12 Mos,Close (0-10km)
51386,0,3,Mobile,1,10,UPI,Male,3,3,Mobile,1,Married,2,0,12,1,1,0,119.50999999999999,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
51387,0,0,Mobile,1,13,Debit Card,Female,2,3,Mobile,5,Married,2,0,13,1,1,0,123.41,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51388,1,3,Mobile,1,31,Debit Card,Male,2,5,Mobile,3,Single,2,0,12,0,1,1,122.93,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
51389,0,0,Computer,3,14,Debit Card,Male,2,3,Fashion,3,Single,2,0,15,1,1,7,187.26,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51390,0,3,Computer,1,6,Credit Card,Female,2,3,Laptop & Accessory,1,Single,2,0,23,1,3,7,140.11,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
51391,1,4,Mobile,1,18,Cash on Delivery,Female,2,3,Others,3,Married,2,0,15,1,15,8,295.45,1.0,1.2,4-12 Mos,Moderate (11-20km)
51392,0,7,Computer,3,29,E wallet,Male,3,3,Laptop & Accessory,3,Single,1,0,20,0,8,7,145.68,1.0,1.2,4-12 Mos,Far (21-50km)
51393,0,10,Mobile,1,25,Debit Card,Male,3,3,Mobile,4,Married,5,0,21,0,1,0,130.22,1.0,1.2,4-12 Mos,Far (21-50km)
51394,0,19,Computer,3,11,E wallet,Male,3,3,Laptop & Accessory,1,Single,5,1,21,1,1,8,157.72,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51395,0,3,Mobile,1,14,Debit Card,Male,2,1,Mobile,1,Married,2,0,19,1,1,1,122.69,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51396,1,11,Mobile,1,6,Debit Card,Male,3,4,Fashion,3,Single,10,1,13,0,1,0,153.81,1.0,1.2,4-12 Mos,Close (0-10km)
51397,1,0,Mobile,1,11,Cash on Delivery,Male,2,3,Mobile,3,Single,2,1,13,0,2,2,134.41,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51398,0,17,Mobile,3,6,E wallet,Female,3,3,Laptop & Accessory,5,Married,6,1,21,1,1,3,154.54,1.0,1.2,1-5 Yrs,Close (0-10km)
51399,0,8,Computer,1,17,Credit Card,Male,3,4,Fashion,5,Married,3,1,13,1,2,3,198.84,1.0,1.2,4-12 Mos,Moderate (11-20km)
51400,0,0,Mobile,3,29,E wallet,Female,2,4,Laptop & Accessory,1,Married,8,1,19,0,1,0,141.57,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
51401,0,6,Computer,1,29,Debit Card,Female,3,3,Fashion,1,Single,2,1,12,3,2,12,234.57999999999998,1.0,1.2,4-12 Mos,Far (21-50km)
51402,0,8,Computer,3,5,Debit Card,Male,3,3,Fashion,5,Married,2,0,22,0,1,8,190.69,1.0,1.2,4-12 Mos,Close (0-10km)
51403,0,8,Mobile,1,29,Credit Card,Female,1,3,Mobile,5,Married,4,1,15,0,2,2,140.14,1.0,1.2,4-12 Mos,Far (21-50km)
51404,0,4,Mobile,1,13,Debit Card,Male,2,3,Laptop & Accessory,1,Married,4,0,22,0,1,7,159.15,1.0,1.2,4-12 Mos,Moderate (11-20km)
51405,0,10,Mobile,1,6,Debit Card,Male,2,4,Laptop & Accessory,3,Married,2,0,18,0,1,7,159.93,1.0,1.2,4-12 Mos,Close (0-10km)
51406,0,5,Mobile,1,6,Credit Card,Male,2,3,Laptop & Accessory,1,Married,2,1,22,5,7,8,161.62,2.0,2.4,4-12 Mos,Close (0-10km)
51407,0,11,Computer,1,13,Debit Card,Female,2,3,Laptop & Accessory,1,Single,2,0,11,6,9,9,124.06,1.0,1.2,4-12 Mos,Moderate (11-20km)
51408,0,23,Mobile,1,13,Credit Card,Female,2,4,Others,3,Married,6,1,12,1,13,8,287.4,3.0,3.5999999999999996,1-5 Yrs,Moderate (11-20km)
51409,0,30,Mobile,3,31,Debit Card,Female,4,3,Fashion,5,Single,8,0,11,6,7,9,176.37,1.0,1.2,1-5 Yrs,Far (21-50km)
51410,0,9,Mobile,1,14,Cash on Delivery,Female,2,3,Fashion,3,Married,2,0,13,7,12,8,200.96,1.0,1.2,4-12 Mos,Moderate (11-20km)
51411,0,28,Mobile,1,14,Credit Card,Female,2,3,Grocery,3,Married,3,1,14,1,4,2,247.56,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51412,0,9,Computer,1,17,Debit Card,Male,3,4,Laptop & Accessory,4,Single,2,0,13,1,1,3,164.99,1.0,1.2,4-12 Mos,Moderate (11-20km)
51413,0,18,Mobile,1,13,Debit Card,Male,2,3,Fashion,5,Married,3,0,17,0,1,0,197.24,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51414,0,3,Computer,1,6,Credit Card,Male,3,3,Mobile,5,Married,5,0,13,0,1,2,121.94,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
51415,1,0,Mobile,1,15,Credit Card,Male,3,4,Mobile,3,Married,1,1,17,1,1,0,133.88,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51416,0,30,Computer,3,6,Debit Card,Female,2,4,Laptop & Accessory,3,Single,8,0,11,1,1,3,154.73,1.0,1.2,1-5 Yrs,Close (0-10km)
51417,0,2,Mobile,1,8,Debit Card,Male,3,3,Mobile,4,Married,1,0,23,1,1,4,127.03,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
51418,0,4,Mobile,1,13,Credit Card,Male,2,3,Mobile,4,Single,2,0,17,1,1,0,125.00999999999999,1.0,1.2,4-12 Mos,Moderate (11-20km)
51419,0,5,Mobile,1,6,Debit Card,Male,3,3,Laptop & Accessory,4,Married,2,0,17,1,1,9,162.2,1.0,1.2,4-12 Mos,Close (0-10km)
51420,0,9,Mobile,1,12,Debit Card,Female,3,1,Mobile,1,Married,4,0,12,0,1,0,130.38,1.0,1.2,4-12 Mos,Moderate (11-20km)
51421,0,4,Mobile,1,14,Debit Card,Female,3,3,Laptop & Accessory,1,Single,2,0,23,1,1,8,144.24,1.0,1.2,4-12 Mos,Moderate (11-20km)
51422,0,8,Mobile,3,6,E wallet,Male,2,4,Laptop & Accessory,5,Single,1,0,14,1,2,8,143.12,1.0,1.2,4-12 Mos,Close (0-10km)
51423,0,18,Mobile,1,12,UPI,Male,2,3,Fashion,5,Married,5,1,14,1,2,0,232.45,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51424,0,10,Mobile,1,13,Credit Card,Male,1,3,Fashion,3,Single,5,0,13,0,2,2,236.64,1.0,1.2,4-12 Mos,Moderate (11-20km)
51425,0,19,Mobile,2,11,Credit Card,Male,3,3,Laptop & Accessory,4,Married,2,1,22,1,1,2,150.21,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51426,0,3,Mobile,1,6,Debit Card,Male,2,4,Laptop & Accessory,1,Married,2,1,12,1,3,0,151.26,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
51427,0,8,Mobile,1,6,Credit Card,Male,3,4,Mobile,3,Single,2,0,18,1,1,4,128.59,1.0,1.2,4-12 Mos,Close (0-10km)
51428,0,28,Mobile,3,6,Debit Card,Male,3,3,Fashion,1,Married,4,0,14,0,1,0,202.39,1.0,1.2,1-5 Yrs,Close (0-10km)
51429,0,11,Computer,1,12,Credit Card,Female,3,5,Laptop & Accessory,1,Married,8,1,12,0,1,9,153.29,1.0,1.2,4-12 Mos,Moderate (11-20km)
51430,0,7,Mobile,1,6,Credit Card,Male,3,3,Laptop & Accessory,4,Married,2,0,15,1,1,3,143.25,1.0,1.2,4-12 Mos,Close (0-10km)
51431,0,29,Mobile,1,13,Debit Card,Male,2,5,Fashion,1,Single,5,0,11,0,1,2,172.6,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51432,0,0,Mobile,3,14,Cash on Delivery,Male,3,3,Mobile,5,Married,4,0,13,1,1,0,123.22,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51433,0,3,Mobile,1,15,Debit Card,Male,3,3,Mobile,1,Married,4,0,23,1,1,3,120.75,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51434,0,3,Mobile,1,8,Debit Card,Male,4,4,Laptop & Accessory,1,Married,2,0,19,3,10,8,141.52,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
51435,1,9,Mobile,3,15,Credit Card,Male,3,4,Fashion,1,Single,2,0,16,3,4,7,196.19,1.0,1.2,4-12 Mos,Moderate (11-20km)
51436,0,13,Computer,1,6,Debit Card,Male,3,4,Grocery,4,Married,2,0,22,5,4,11,235.02999999999997,1.0,1.2,1-5 Yrs,Close (0-10km)
51437,0,24,Mobile,3,27,E wallet,Male,3,3,Laptop & Accessory,1,Single,1,1,22,0,1,0,154.41,1.0,1.2,1-5 Yrs,Far (21-50km)
51438,0,3,Mobile,3,10,Credit Card,Female,3,4,Laptop & Accessory,4,Married,2,1,12,2,2,7,152.09,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
51439,0,19,Computer,1,6,Credit Card,Male,2,4,Fashion,5,Married,3,1,13,4,9,5,206.73000000000002,2.0,2.4,1-5 Yrs,Close (0-10km)
51440,0,5,Mobile,3,12,Credit Card,Male,2,3,Laptop & Accessory,3,Single,2,0,16,5,5,7,150.1,1.0,1.2,4-12 Mos,Moderate (11-20km)
51441,0,27,Mobile,1,8,Cash on Delivery,Female,2,3,Fashion,3,Married,10,0,12,0,2,3,235.49,1.0,1.2,1-5 Yrs,Close (0-10km)
51442,0,0,Mobile,3,9,UPI,Female,2,3,Laptop & Accessory,3,Married,1,0,21,0,1,2,149.99,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
51443,0,1,Computer,3,10,Credit Card,Male,2,3,Laptop & Accessory,3,Married,2,0,15,0,1,4,142.21,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
51444,0,30,Mobile,3,16,Credit Card,Male,2,3,Grocery,3,Single,1,0,13,0,4,8,238.72000000000003,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51445,0,8,Computer,1,29,Credit Card,Male,3,3,Laptop & Accessory,4,Married,5,0,12,0,1,2,120.41999999999999,1.0,1.2,4-12 Mos,Far (21-50km)
51446,1,3,Mobile,2,12,UPI,Male,3,3,Mobile,5,Married,5,1,22,0,1,2,120.72999999999999,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51447,0,5,Mobile,1,6,Debit Card,Male,3,3,Mobile,5,Single,2,0,13,0,1,0,129.56,1.0,1.2,4-12 Mos,Close (0-10km)
51448,1,0,Computer,1,12,Debit Card,Female,3,4,Mobile,1,Single,2,1,18,0,1,0,129.26,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51449,0,7,Mobile,1,12,UPI,Female,2,3,Laptop & Accessory,3,Single,2,0,14,0,2,10,148.09,1.0,1.2,4-12 Mos,Moderate (11-20km)
51450,0,10,Computer,1,8,Debit Card,Male,3,4,Laptop & Accessory,1,Married,6,0,14,1,1,0,151.63,1.0,1.2,4-12 Mos,Close (0-10km)
51451,0,30,Computer,2,8,UPI,Female,2,4,Others,1,Married,10,0,21,1,2,2,288.44,1.0,1.2,1-5 Yrs,Close (0-10km)
51452,0,23,Computer,1,6,Debit Card,Female,3,3,Others,4,Married,4,1,19,1,1,7,281.72,1.0,1.2,1-5 Yrs,Close (0-10km)
51453,1,0,Mobile,3,11,E wallet,Male,2,4,Laptop & Accessory,3,Single,2,1,11,0,1,3,157.44,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51454,0,0,Mobile,1,13,Credit Card,Male,3,4,Mobile,1,Married,2,0,11,0,2,1,128.89,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51455,0,0,Mobile,1,21,Credit Card,Female,3,3,Mobile,1,Single,2,0,15,1,1,0,128.71,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
51456,0,24,Computer,1,6,Credit Card,Female,1,4,Fashion,5,Single,4,0,20,4,12,8,174.84,1.0,1.2,1-5 Yrs,Close (0-10km)
51457,1,0,Computer,1,13,Debit Card,Male,3,5,Laptop & Accessory,3,Single,2,1,24,1,1,6,160.74,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51458,0,27,Computer,2,32,UPI,Female,1,1,Grocery,1,Single,3,1,12,1,4,4,273.28,1.0,1.2,1-5 Yrs,Far (21-50km)
51459,0,0,Mobile,1,24,Debit Card,Male,3,3,Mobile,3,Married,1,0,12,0,1,2,127.74000000000001,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
51460,0,7,Mobile,1,12,Debit Card,Female,2,4,Laptop & Accessory,4,Married,7,0,15,1,1,0,145.05,1.0,1.2,4-12 Mos,Moderate (11-20km)
51461,0,10,Mobile,3,9,Debit Card,Male,2,3,Fashion,1,Single,3,0,12,0,1,3,174.28,1.0,1.2,4-12 Mos,Close (0-10km)
51462,0,7,Mobile,1,11,Credit Card,Female,2,4,Fashion,5,Single,3,0,12,2,5,3,216.31,1.0,1.2,4-12 Mos,Moderate (11-20km)
51463,0,9,Computer,3,17,Cash on Delivery,Female,3,3,Fashion,1,Married,1,0,14,0,2,8,197.38,1.0,1.2,4-12 Mos,Moderate (11-20km)
51464,0,9,Mobile,1,9,Debit Card,Female,3,3,Mobile,1,Married,6,0,22,0,1,0,128.35,1.0,1.2,4-12 Mos,Close (0-10km)
51465,0,16,Computer,3,32,Debit Card,Male,3,3,Grocery,1,Married,2,1,12,1,4,12,269.59,1.0,1.2,1-5 Yrs,Far (21-50km)
51466,0,3,Computer,1,13,Debit Card,Male,3,5,Mobile,3,Married,2,0,25,0,1,9,126.13,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51467,0,6,Computer,3,28,E wallet,Male,3,3,Laptop & Accessory,4,Married,1,0,13,0,1,7,161.46,1.0,1.2,4-12 Mos,Far (21-50km)
51468,1,19,Mobile,1,20,Debit Card,Female,3,3,Mobile,4,Married,10,1,18,3,4,3,149.63,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51469,0,24,Mobile,1,12,Debit Card,Male,2,3,Others,3,Single,8,0,15,8,15,15,295.37,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51470,1,0,Mobile,3,12,Debit Card,Male,3,5,Laptop & Accessory,3,Married,5,1,18,0,7,7,161.72,2.0,2.4,0-3 Mos (High Risk),Moderate (11-20km)
51471,0,0,Mobile,1,13,UPI,Female,2,4,Mobile,4,Married,2,0,19,2,4,3,123.68,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51472,1,20,Mobile,1,29,Credit Card,Female,3,3,Fashion,1,Married,2,0,12,7,15,6,203.12,1.0,1.2,1-5 Yrs,Far (21-50km)
51473,1,3,Mobile,3,28,E wallet,Male,2,3,Mobile,3,Single,2,1,19,1,1,0,116.75,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
51474,0,0,Mobile,1,13,Cash on Delivery,Male,3,3,Mobile,1,Married,1,0,14,2,2,1,125.22999999999999,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51475,0,22,Mobile,1,26,Credit Card,Female,3,3,Laptop & Accessory,5,Married,2,0,14,5,5,11,165.67,1.0,1.2,1-5 Yrs,Far (21-50km)
51476,0,16,Computer,1,34,Credit Card,Female,3,1,Mobile,3,Single,5,0,12,0,1,2,147.39,1.0,1.2,1-5 Yrs,Far (21-50km)
51477,0,23,Computer,3,18,E wallet,Female,3,3,Fashion,1,Single,5,0,11,1,2,1,192.08,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51478,1,0,Mobile,3,26,Debit Card,Female,3,5,Laptop & Accessory,3,Married,4,1,11,0,2,2,145.59,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
51479,0,14,Mobile,3,15,Debit Card,Male,3,3,Fashion,3,Married,4,1,13,0,1,7,181.89,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51480,0,0,Mobile,2,31,Debit Card,Female,3,3,Mobile,3,Married,2,0,23,2,5,7,129.42,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
51481,0,9,Mobile,1,12,Credit Card,Male,2,3,Laptop & Accessory,4,Married,7,0,20,0,1,1,149.41,1.0,1.2,4-12 Mos,Moderate (11-20km)
51482,1,14,Computer,1,14,Debit Card,Male,2,5,Fashion,1,Single,3,0,15,1,1,3,206.5,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51483,0,12,Mobile,3,10,Debit Card,Female,2,4,Laptop & Accessory,3,Married,5,0,14,5,5,9,159.02,1.0,1.2,4-12 Mos,Close (0-10km)
51484,0,0,Mobile,3,34,Debit Card,Male,2,4,Laptop & Accessory,3,Married,3,0,18,1,2,2,186.39,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
51485,0,3,Mobile,2,15,UPI,Male,2,3,Laptop & Accessory,1,Married,1,1,19,4,4,7,163.47,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51486,1,0,Mobile,1,15,Credit Card,Female,2,3,Mobile,5,Single,8,0,22,1,1,4,142.0,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51487,0,18,Mobile,1,35,Credit Card,Male,2,3,Mobile,1,Single,6,0,13,1,1,3,134.52,1.0,1.2,1-5 Yrs,Far (21-50km)
51488,0,11,Mobile,1,9,Cash on Delivery,Female,2,3,Laptop & Accessory,3,Single,4,1,20,2,2,2,143.17,1.0,1.2,4-12 Mos,Close (0-10km)
51489,0,3,Mobile,1,13,Debit Card,Female,3,3,Mobile,3,Single,2,0,14,1,1,4,126.32,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51490,0,5,Computer,3,15,Credit Card,Male,2,5,Laptop & Accessory,1,Married,1,0,17,0,1,7,146.68,1.0,1.2,4-12 Mos,Moderate (11-20km)
51491,0,3,Mobile,1,11,Cash on Delivery,Female,2,3,Mobile,5,Married,6,0,14,0,2,30,132.04,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51492,0,3,Mobile,1,8,Credit Card,Male,3,4,Mobile,1,Single,1,0,13,0,1,2,127.19999999999999,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
51493,0,14,Computer,1,16,Debit Card,Male,3,4,Grocery,5,Married,5,0,13,1,7,7,271.81,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51494,0,3,Mobile,1,15,Debit Card,Male,3,3,Mobile,5,Married,3,0,21,0,1,4,122.38,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51495,0,3,Mobile,1,9,Credit Card,Female,3,3,Mobile,4,Single,2,0,14,1,1,0,114.83000000000001,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
51496,0,13,Computer,1,32,Credit Card,Female,2,3,Laptop & Accessory,4,Married,2,0,11,0,2,13,156.05,1.0,1.2,1-5 Yrs,Far (21-50km)
51497,0,8,Mobile,3,6,E wallet,Male,3,3,Fashion,4,Married,2,0,13,0,1,6,172.95,1.0,1.2,4-12 Mos,Close (0-10km)
51498,0,8,Mobile,3,12,E wallet,Male,2,3,Laptop & Accessory,3,Married,3,1,20,0,4,5,123.06,1.0,1.2,4-12 Mos,Moderate (11-20km)
51499,0,18,Mobile,1,13,Debit Card,Male,2,3,Laptop & Accessory,4,Married,9,0,18,1,1,15,123.47999999999999,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51500,0,5,Computer,3,14,E wallet,Female,2,3,Fashion,1,Single,2,0,14,2,3,7,189.98,1.0,1.2,4-12 Mos,Moderate (11-20km)
51501,0,2,Computer,1,6,Cash on Delivery,Male,2,3,Laptop & Accessory,3,Married,2,0,13,0,1,9,143.19,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
51502,0,24,Mobile,1,13,Credit Card,Male,2,4,Laptop & Accessory,3,Married,3,0,17,1,1,0,161.32,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51503,0,30,Mobile,1,15,Credit Card,Female,3,4,Mobile,4,Married,5,1,20,1,1,0,133.46,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51504,0,13,Mobile,3,10,E wallet,Male,3,4,Fashion,1,Married,8,0,11,1,2,11,208.55,1.0,1.2,1-5 Yrs,Close (0-10km)
51505,0,3,Computer,3,8,E wallet,Female,3,3,Mobile,3,Married,7,0,18,0,1,2,122.31,1.0,1.2,0-3 Mos (High Risk),Close (0-10km)
51506,0,0,Mobile,1,13,Credit Card,Male,3,3,Mobile,1,Married,2,0,24,2,2,2,123.22999999999999,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51507,0,3,Computer,1,15,Credit Card,Male,2,3,Mobile,4,Married,7,0,18,2,2,2,120.24000000000001,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51508,0,1,Mobile,1,27,Credit Card,Male,3,3,Mobile,1,Married,2,0,11,0,1,2,127.13,1.0,1.2,0-3 Mos (High Risk),Far (21-50km)
51509,0,30,Mobile,1,30,Debit Card,Male,2,1,Fashion,1,Married,4,1,16,1,1,4,194.39,1.0,1.2,1-5 Yrs,Far (21-50km)
51510,0,0,Computer,1,13,Credit Card,Male,3,4,Mobile,3,Married,2,1,15,0,1,1,125.66,1.0,1.2,0-3 Mos (High Risk),Moderate (11-20km)
51511,0,23,Mobile,1,17,Debit Card,Female,2,3,Others,4,Single,4,0,15,0,4,4,299.26,1.0,1.2,1-5 Yrs,Moderate (11-20km)
51512,0,14,Mobile,1,13,Debit Card,Male,2,3,Mobile,3,Married,5,0,12,1,1,8,124.50999999999999,1.0,1.2,1-5 Yrs,Moderate (11-20km)
